Country,MAPE,Density,Active,forecast,category,LR_MAPE,SV_MAPE
32019,5.0675855,3.3872035,1486,"[3.20592546 3.18521976 3.14808226 3.11805296 3.11572623 3.1017046
 3.10288835 3.10013771]",SV,4.3859563,3.2513976
32021,1.6620971,1.6908851,64,"[1.63520527 1.66186202 1.67696452 1.65854025 1.67794025 1.66640401
 1.6529752  1.66603398]",SV,3.6624246,1.3737787
32023,5.9915876,6.3849492,2413,"[6.6603179  6.74970341 6.76995659 6.77994108 6.80286217 6.85229206
 6.86071587 6.88992167]",SV,2.163742,0.53123534
32027,17.472727,3.3697631,185,"[4.28240538 4.32311726 4.31134415 4.32065105 4.32627392 4.34418201
 4.3037405  4.33203173]",tf_dense,47.241966,29.12846
32029,3.8538032,4.4907541,153,"[4.50484943 4.51075172 4.51563454 4.52836514 4.53887653 4.56507158
 4.5829668  4.60467815]",tf_dense,6.973126,5.1010013
32031,3.0218942,9.9721508,36273,"[9.51783371 9.51217556 9.48882103 9.44486427 9.47798729 9.43882847
 9.45525742 9.4721117 ]",SV,2.4873257,2.1128302
32033,4.8213015,1.6662362,129,"[1.53639925 1.53278971 1.53087819 1.52734339 1.52569771 1.52271211
 1.52578449 1.52354026]",SV,3.9217494,2.870293
32510,1169.0236,10.920299,4801,"[185.95910645 198.60742188 207.76223755 215.05010986 215.13186646
 214.42835999 213.73936462 214.19961548]",tf_dense,1436.5295,1183.2648
33001,0.68201673,6.9503179,3468,"[6.79047203 6.80816221 6.82784843 6.83619404 6.85967255 6.86271906
 6.87837076 6.89353037]",tf_dense,0.795676,1.6416718
33003,1.2848972,7.8969874,3232,"[7.78922367 7.77280283 7.76199913 7.75689411 7.73374176 7.73135996
 7.71089983 7.69122028]",tf_dense,2.2965999,1.8552091
33005,1.1181074,5.8278084,3639,"[5.68197918 5.68723536 5.69526482 5.70655918 5.72302103 5.72738314
 5.74905968 5.75444031]",LR,0.6009824,0.8166785
33007,1.21073,2.889976,762,"[2.75693631 2.76489472 2.75577879 2.78023124 2.78093195 2.82318306
 2.82329369 2.84569216]",tf_dense,1.2459898,1.7854757
33009,3.0690708,6.586431,4991,"[6.33087063 6.32642269 6.32263231 6.30624866 6.30936813 6.28202295
 6.28975916 6.29674101]",SV,1.7196314,1.1440932
33011,2.1211622,8.3970318,27738,"[8.24384308 8.28238773 8.20893002 8.17958832 8.22575474 8.13867569
 8.12081337 8.10657978]",SV,5.479325,1.8934247
33013,2.9970846,6.0257649,7353,"[5.7570014  5.75511408 5.75279713 5.73386765 5.74858952 5.73466873
 5.7426939  5.74665022]",SV,2.2141755,1.6852381
33015,1.9964697,10.046329,24959,"[9.80650902 9.81555653 9.79253006 9.75331879 9.77720261 9.7430439
 9.74728298 9.745471  ]",SV,3.2946804,1.9292265
33017,1.0332493,6.123929,6503,"[6.06713438 6.0664382  6.05518913 6.04230022 6.04005337 6.02260351
 6.03050613 6.0280242 ]",SV,1.757895,0.8970746
33019,8.126404,4.4650741,1568,"[4.00351238 4.00931072 4.01477766 4.02414513 4.02672386 4.03241634
 4.03983927 4.0447588 ]",LR,6.737194,7.0340977
34001,0.7688689,5.2118626,10861,"[5.05041552 5.06407356 5.0848732  5.10844564 5.13023806 5.14736748
 5.17659807 5.20437908]",LR,0.5849935,1.3638755
34003,4.727622,15.526628,113933,"[14.35474873 14.36940289 14.38632107 14.40356064 14.44184875 14.4081192
 14.48521042 14.50716972]",LR,3.0094848,3.0812087
34005,1.3456839,10.069637,35572,"[9.66924381 9.66639805 9.69351578 9.70983124 9.72598457 9.74472332
 9.7678442  9.79269505]",tf_dense,2.2174332,1.9820906
34007,2.537211,7.0168533,27458,"[6.76601934 6.7696805  6.76970863 6.77054262 6.79692459 6.77992249
 6.79806948 6.80347729]",SV,1.8231419,1.5889667
34009,1.629284,7.3267403,5601,"[7.08382082 7.10090685 7.11851645 7.13273525 7.1368804  7.15309525
 7.16140127 7.17387533]",tf_dense,1.7416948,2.1070147
34011,3.7489727,2.9935026,3414,"[2.79228187 2.79141736 2.79356003 2.79116201 2.7938087  2.80235314
 2.79901814 2.79935932]",tf_dense,5.0109124,5.4636736
34013,1.4208759,8.3933821,51088,"[8.05775261 8.06226158 8.06836605 8.09100819 8.09393787 8.110816
 8.11291409 8.1207304 ]",LR,1.0678077,1.7076333
34015,2.4748864,4.9887457,11370,"[4.75768566 4.77273369 4.77922821 4.78848839 4.81829643 4.82944107
 4.85002184 4.85762596]",SV,1.8618608,1.4467311
34017,2.7649202,8.7352543,46695,"[8.62152863 8.59959984 8.51831818 8.40070724 8.37969017 8.35691166
 8.34850693 8.31143665]",LR,0.6453372,0.83349943
34019,1.1131432,11.701748,11808,"[11.42040062 11.44997311 11.48466682 11.54319668 11.54618073 11.81128597
 11.8247776  12.02428532]",LR,0.87182856,1.1738607
34021,4.643597,8.6841211,25148,"[8.54510498 8.43088531 8.29730892 8.16317463 8.18400192 8.10889149
 8.10240746 8.08555603]",SV,2.1803563,0.68420655
34023,1.8847672,7.935492,51214,"[7.71287251 7.7035284  7.70216894 7.70215416 7.70282316 7.7006135
 7.70514965 7.70977306]",LR,1.1860667,1.2744614
34025,1.83612,10.317804,50478,"[10.14223766 10.14355278 10.15527058 10.13710499 10.14828587 10.12932777
 10.14021873 10.15443516]",SV,1.0842538,1.0344942
34027,4.700935,11.538372,44838,"[11.25663567 11.15365696 10.99818516 10.96343994 10.87040424 10.84676838
 10.82375622 10.74227524]",SV,2.7109635,1.0477477
34029,6.9325447,7.6329479,34887,"[6.82146168 6.84014845 6.85132647 6.8515873  6.86688805 6.84433651
 6.88169718 6.88093328]",LR,5.604777,5.7891374
34031,1.1247458,6.1158819,23416,"[5.9924531  5.99578619 6.00231028 6.00845718 6.01598787 6.01961994
 6.02635336 6.03749752]",LR,0.9798683,1.4387316
34033,2.2207956,3.5647585,1756,"[3.46251464 3.46127963 3.46739602 3.47613597 3.48231626 3.49132442
 3.52009487 3.53628325]",SV,1.0425736,0.4342835
34035,1.9066328,8.8609953,22844,"[8.6373167  8.63550186 8.6342926  8.61973572 8.63137531 8.60901737
 8.63969994 8.62928009]",SV,1.8646128,1.5552008
34037,3.3954375,6.9543858,7870,"[6.70090055 6.68767834 6.67196846 6.63399506 6.6317749  6.61105919
 6.62641907 6.61593866]",SV,1.9633667,1.435384
34039,0.6030759,8.7766457,37286,"[8.49469376 8.54522133 8.58652401 8.62452412 8.65076828 8.7116003
 8.7485857  8.79682636]",LR,0.5619148,1.7585019
34041,4.9749556,6.5351853,5547,"[6.18695402 6.19280052 6.14786816 6.06723404 6.05444431 6.03624964
 6.0309267  6.04131269]",SV,2.7550974,1.7759364
35001,1.6356643,6.1381698,32614,"[6.20017481 6.22023249 6.24581766 6.25651979 6.24710083 6.22220659
 6.23141861 6.2092967 ]",LR,1.5857484,1.5936164
35003,11.387292,8.1659536,248,"[9.67073059 9.49952698 9.58167076 9.53914928 9.5757494  9.61687279
 9.69529724 9.70384502]",SV,17.118631,9.129506
35005,4.2005577,2.071563,990,"[2.0003171  1.9998045  1.99605405 1.99071789 1.990749   1.98019361
 1.98162067 1.98615324]",LR,1.1175888,1.6079336
35006,3.9599254,1.0243403,210,"[0.98934424 0.99009556 0.98977029 0.98464561 0.98388737 0.97882676
 0.98050076 0.98168606]",SV,2.134263,1.0716165
35007,1.6393145,5.1049232,506,"[4.84296131 4.83879471 4.82204723 4.79154825 4.79186964 4.762218
 4.75752687 4.75497293]",SV,1.2549558,1.0600691
35009,3.4105911,1.9081349,695,"[1.8401382  1.83065128 1.82944536 1.82322025 1.82425082 1.82008064
 1.82417202 1.82465053]",SV,2.0332732,1.4587842
35011,7.4518175,2.4475524,28,"[2.07373905 2.08087087 2.07117653 2.11413097 2.11219668 2.17923164
 2.22082734 2.28634596]",SV,9.229592,5.809118
35013,1.9864907,3.2922938,5407,"[3.19460559 3.19611311 3.19312954 3.18073988 3.18491268 3.17395711
 3.18138838 3.17906451]",SV,2.0765157,1.4558612
35015,1.4990431,2.0931215,891,"[2.07212806 2.08456397 2.09373426 2.10150599 2.11318493 2.120754
 2.12512088 2.13349557]",SV,1.7796199,0.54960346
35017,2.9801373,3.7548869,826,"[3.71563196 3.73124337 3.74753046 3.79555535 3.81032348 3.83644986
 3.84902525 3.86281228]",LR,0.6866296,1.2358024
35019,5.3233376,1.1458915,41,"[1.01399815 1.01934457 1.03785419 1.03544247 1.04380882 1.04694748
 1.04230404 1.062536  ]",tf_dense,10.138154,14.21966
35021,2.8705218,5.8981233,22,"[5.8264637  5.79575729 5.79038    5.77160263 5.74284792 5.7339077
 5.71160078 5.70765972]",SV,0.68264,0.54347813
35023,9.67528,2.2397094,74,"[2.04038215 2.05995464 2.10073829 2.18758988 2.20398188 2.24129486
 2.27640796 2.32157755]",SV,7.7145486,5.2801914
35025,1.7474053,1.6217976,797,"[1.54813135 1.54991376 1.55341375 1.55548394 1.55727434 1.55638576
 1.5558728  1.55716085]",LR,1.3873713,1.8503047
35027,1.410052,5.7187018,925,"[5.7563715  5.74372005 5.72937965 5.69859791 5.67994499 5.64448929
 5.62522507 5.62863827]",LR,0.87050164,1.37177
35028,3.1362727,5.1538672,757,"[5.20107269 5.11033726 5.05365229 4.97958851 4.98600292 4.91936064
 4.91246557 4.82360935]",SV,4.1816106,0.610385
35029,2.7764199,1.8806121,333,"[1.69552875 1.71286893 1.71834576 1.75434089 1.75543714 1.77544093
 1.77799153 1.78088737]",LR,2.1551695,4.697451
35031,3.67335,1.1796131,605,"[1.10250962 1.11443615 1.11951518 1.13438606 1.13496804 1.14326453
 1.14878976 1.15649533]",LR,1.8075029,3.0713997
35033,4.5798616,2.0460358,80,"[2.07494903 2.07000637 2.08452058 2.09511423 2.10918331 2.10501981
 2.10458827 2.13249063]",tf_dense,12.31833,10.131294
35035,3.2918499,2.1281152,1093,"[2.06911349 2.06842637 2.05240774 2.04740977 2.05050516 2.03658414
 2.03655434 2.03328562]",SV,5.3971434,3.2117312
35037,1.9727104,1.7694957,113,"[1.77434719 1.78494596 1.78783178 1.79415202 1.79683352 1.80496657
 1.80677271 1.81133223]",LR,1.1050041,1.543057
35039,2.6560597,2.5896881,776,"[2.68306231 2.68674088 2.69125938 2.69791079 2.68620157 2.70120597
 2.69131207 2.69450784]",SV,3.64542,2.4614036
35041,3.8017948,1.5259124,217,"[1.51687634 1.5210247  1.52830374 1.51826894 1.5219177  1.5125947
 1.51256645 1.51009762]",LR,2.333445,2.820121
35043,4.513394,5.2856746,5881,"[5.50492048 5.52978992 5.55846453 5.56573343 5.58679342 5.5909543
 5.58751869 5.5895834 ]",SV,2.7593012,1.8900881
35045,3.744705,2.1659281,1999,"[2.02932048 2.02933002 2.03130174 2.03214049 2.03389406 2.03316903
 2.03143597 2.0321033 ]",LR,3.0093124,3.1794953
35047,1.1154139,2.1904635,492,"[2.18200493 2.18559361 2.1923182  2.21283317 2.20205116 2.22697091
 2.21245456 2.21428132]",SV,3.44906,0.5811416
35049,1.3404917,11.899759,14668,"[11.63101292 11.63844204 11.67459202 11.66674519 11.73245335 11.69799709
 11.76173019 11.79437733]",LR,0.37668726,0.4160707
35051,9.441157,3.9279163,364,"[4.6717906  4.61662865 4.5718894  4.41433334 4.29909611 4.20336771
 3.9125154  3.91435456]",LR,1.7989937,1.9600991
35053,1.6650598,2.8269098,366,"[2.95607996 2.93621683 2.92041349 2.86635041 2.85460162 2.81076908
 2.80617476 2.79032493]",tf_dense,3.9131768,5.388437
35055,1.8725054,9.1471777,2468,"[8.74322319 8.73707104 8.74856377 8.75831985 8.7649231  8.77524281
 8.77473927 8.78781986]",LR,1.8485574,2.1148674
35057,5.40769,3.1950719,389,"[3.46260643 3.46500134 3.45924592 3.46506977 3.4591589  3.46837068
 3.46029806 3.46533012]",SV,5.303789,4.74802
35059,3.822483,1.314181,43,"[1.32251167 1.31375182 1.30706251 1.29032218 1.28211558 1.27912641
 1.26694036 1.25969827]",tf_dense,6.016428,4.693369
35061,4.9288163,1.9842691,1163,"[1.88094628 1.87332416 1.87444997 1.87440765 1.87571621 1.86954117
 1.87483609 1.87176204]",tf_dense,10.246253,6.3956356
36001,9.755062,6.8913455,17207,"[5.99960136 5.98995304 6.00068378 5.98466253 6.02577209 5.98436785
 6.02643442 6.02288055]",SV,6.37642,6.373888
36003,5.7589,1.9170622,711,"[1.74117637 1.74024534 1.74981856 1.74695992 1.74027789 1.74541175
 1.73995233 1.74168849]",SV,5.9979267,4.5241036
36005,9.795867,3.717263,39863,"[3.18189406 3.18712759 3.20243597 3.21815276 3.2436409  3.24740148
 3.28727674 3.31979895]",LR,5.8243103,6.9482965
36007,9.3703,4.7771254,7398,"[4.24156904 4.24453735 4.26161671 4.23151302 4.288239   4.2669301
 4.32977962 4.39484644]",LR,1.0859793,1.9943926
36009,5.366442,2.6938734,1608,"[2.53638649 2.53530169 2.53018045 2.52340484 2.52653575 2.52229953
 2.52354908 2.52289605]",SV,5.045505,4.5985847
36011,3.0117593,2.6935647,1665,"[2.65328431 2.63017797 2.61775279 2.59002209 2.57831478 2.57350469
 2.56992698 2.56937432]",SV,0.9783199,0.5596726
36013,1.7981697,3.5031595,3559,"[3.3836689  3.39222002 3.41238046 3.46590042 3.48374295 3.57480049
 3.57598186 3.63712764]",tf_dense,1.945489,3.5042496
36015,11.621051,3.4767485,2299,"[2.98598766 2.984478   2.99189234 2.97766471 2.98869276 2.9663775
 2.99160647 2.97332454]",SV,6.427426,5.0428863
36017,1.3816599,3.1376088,1182,"[3.14257288 3.13263392 3.11717701 3.09581447 3.09114838 3.07704329
 3.07444978 3.06873703]",SV,0.9025845,0.37798354
36019,1.8917959,2.6554985,1750,"[2.58460188 2.58470416 2.58396316 2.57405925 2.57874203 2.56508827
 2.56893206 2.55975032]",SV,1.6468627,0.9381788
36021,0.7716052,7.148612,3549,"[7.07832479 7.10730886 7.13067627 7.14614773 7.18057251 7.1906271
 7.2000351  7.22712517]",SV,0.9543475,0.24693446
36023,1.689988,2.7317452,1055,"[2.69947267 2.69965148 2.69974971 2.69109488 2.6804924  2.67595959
 2.66427279 2.65991211]",SV,1.7722081,1.4141808
36025,0.68025774,4.4865589,1669,"[4.47830009 4.48311234 4.49525976 4.49723148 4.50165319 4.50019693
 4.50221252 4.49616861]",SV,0.7660935,0.5637604
36027,1.3002014,7.688529,18312,"[7.50557709 7.51413774 7.51661205 7.51326942 7.51139259 7.50832319
 7.4905324  7.49247932]",LR,1.2906021,1.4352524
36029,2.4091449,5.9759312,43763,"[5.77271986 5.78248405 5.78426504 5.77139091 5.7837615  5.76774025
 5.77963877 5.77408648]",SV,1.5272444,1.1235602
36031,6.0743537,4.4332929,1387,"[4.22485638 4.19843864 4.06971502 4.00371647 4.00951004 3.99553108
 3.99410248 3.99369287]",SV,4.1669283,2.73998
36033,0.79432726,2.3178563,942,"[2.28898311 2.29427576 2.30221653 2.30514717 2.31419945 2.31609106
 2.32215118 2.32721019]",LR,0.36601126,0.38215482
36035,3.030846,2.4264448,1035,"[2.29513741 2.30514503 2.30885506 2.29454231 2.30774808 2.29469228
 2.2922473  2.297894  ]",tf_dense,4.126054,3.1177158
36037,4.580594,3.5568728,1632,"[3.40488768 3.40177083 3.3890717  3.38261628 3.38365817 3.37394238
 3.37850356 3.37713981]",SV,2.707222,2.175306
36039,1.7737468,5.019227,1984,"[4.89653826 4.89686584 4.90382195 4.89486551 4.90551233 4.89716768
 4.91273355 4.91299343]",LR,1.1369964,1.3112711
36041,2.0960395,5.2413077,202,"[5.19983339 5.16455841 5.15548182 5.16083193 5.1660223  5.11345005
 5.12569523 5.13578606]",SV,4.34175,1.350485
36043,3.8012292,2.4638982,1208,"[2.50399399 2.5334661  2.54769468 2.55375791 2.55725121 2.58226132
 2.57609224 2.58356595]",SV,2.3539965,0.68549246
36045,1.4683394,3.2725296,2770,"[3.16795135 3.16859484 3.17360544 3.17984772 3.19507337 3.19601774
 3.20912194 3.21981525]",LR,0.62053764,0.7591692
36047,2.0210688,10.056726,199977,"[9.70192623 9.71920872 9.74879265 9.76088905 9.79086304 9.76976204
 9.81082249 9.806077  ]",LR,0.87953174,1.3217674
36049,8.762654,2.2895525,467,"[2.02206731 2.02282238 2.02407551 2.00934863 2.00429153 1.99694335
 1.99800396 2.00011635]",SV,6.809539,5.709412
36051,1.2596824,2.9259102,1522,"[2.90526247 2.90870547 2.89873719 2.87129951 2.88530731 2.8571291
 2.85705256 2.8619585 ]",SV,0.9544594,0.61918753
36053,1.2748737,3.430732,1969,"[3.3815794  3.38067245 3.38541102 3.37718701 3.39258456 3.37405419
 3.39090014 3.39368176]",SV,0.84164256,0.62853307
36055,1.326482,6.3650684,37452,"[6.42638063 6.44816256 6.45409584 6.47026587 6.45105076 6.47357512
 6.43563223 6.43305445]",SV,1.6934693,0.70683676
36057,0.476606,2.9985521,1139,"[3.00925088 3.00870585 2.98850679 2.9892776  3.02684641 2.98927546
 3.01268673 2.99988818]",LR,0.40420377,0.689027
36059,2.4519455,12.299052,130757,"[11.79186344 11.80628777 11.81689835 11.8022871  11.83986855 11.81097603
 11.833745   11.85906887]",LR,1.3666604,1.681715
36061,1.3519907,33.852085,472546,"[32.90239334 32.94835663 32.93340302 32.87060928 32.91396332 32.86313248
 32.89482498 32.89144897]",LR,0.95367134,1.0152453
36063,1.9440148,3.9900739,6705,"[3.89026403 3.88916302 3.89301896 3.89086199 3.89686537 3.88747168
 3.89662552 3.8981514 ]",SV,1.036466,0.9925809
36065,3.5320823,3.6746528,6629,"[3.47337651 3.47692657 3.47370338 3.46776295 3.48390412 3.46953797
 3.47590995 3.48091006]",SV,2.0609822,1.8581737
36067,1.2334399,5.8446527,21230,"[5.72329521 5.73378897 5.74179459 5.74203682 5.75425196 5.74761534
 5.75157261 5.75853825]",LR,0.8275331,1.0090818
36069,1.2182906,5.5584698,4874,"[5.37663937 5.39339304 5.41003752 5.42571115 5.43812752 5.44592857
 5.45944309 5.47864532]",tf_dense,1.7522788,2.189453
36071,3.3066325,6.3831058,18163,"[6.04268074 6.05528736 6.06495762 6.0704627  6.08489037 6.08245468
 6.09852743 6.11049318]",LR,3.219529,3.5138156
36073,8.830307,2.3037257,755,"[2.10963535 2.0967865  2.09549809 2.09427524 2.09565926 2.09098125
 2.09341073 2.09047723]",SV,8.202823,6.559743
36075,3.6726632,2.4596522,2283,"[2.32441092 2.31385589 2.30604982 2.29507113 2.28497767 2.27307701
 2.27797008 2.2809279 ]",SV,3.3125796,2.575232
36077,0.82863516,4.8427987,2426,"[4.77782869 4.78505611 4.78559256 4.77601242 4.77574158 4.78369141
 4.77257967 4.77079296]",tf_dense,1.1901491,1.3012991
36079,1.3117198,7.3884964,5846,"[7.21011114 7.20768595 7.19728804 7.17955399 7.18135548 7.17691469
 7.1776371  7.17773867]",tf_dense,1.5710287,1.3958288
36081,2.3406746,6.2144613,112711,"[6.00859404 6.02295256 6.03999758 6.04432821 6.05177212 6.04166985
 6.0576973  6.05121469]",LR,1.2322572,1.5835218
36083,3.4432814,4.0920634,5236,"[3.96522713 3.96348715 3.95872498 3.94405508 3.94591928 3.91640377
 3.92788529 3.91482377]",SV,2.4146106,1.3403761
36085,9.540301,6.7682953,25152,"[5.87421989 5.88919926 5.91150713 5.86665344 5.92670536 5.8791852
 5.89010143 5.92345572]",SV,6.565865,5.989851
36087,5.959692,10.319318,24076,"[9.46710873 9.44816494 9.42910004 9.40142536 9.40991783 9.3853054
 9.39471626 9.40917301]",SV,4.1306095,3.4654841
36089,3.3721678,1.9367803,1677,"[1.86640859 1.86445498 1.8652333  1.85300231 1.86339593 1.84752202
 1.8509872  1.85004878]",SV,2.2259002,1.1050508
36091,13.322031,6.5679789,12055,"[7.48276234 7.51195478 7.73464155 7.87897062 7.88219357 7.87886286
 7.88219929 7.8721447 ]",SV,12.296413,10.530029
36093,3.7854493,5.8104429,7063,"[5.53297281 5.52849913 5.52763748 5.5298419  5.55121183 5.53388786
 5.55104733 5.55216265]",SV,1.8340966,1.5733328
36095,1.5028081,2.9644346,761,"[2.88285232 2.8837688  2.88088417 2.86904931 2.87350941 2.8649621
 2.86904931 2.87331438]",SV,1.5866451,1.350485
36097,1.65481,5.6790638,820,"[5.82809496 5.70803308 5.65500975 5.62728405 5.60566282 5.56478214
 5.55103683 5.4776969 ]",SV,1.2907727,0.5138096
36099,4.605656,3.1235194,857,"[2.909729   2.91155815 2.91133952 2.916641   2.91093349 2.91394234
 2.91595125 2.91429353]",SV,3.6264122,3.560964
36101,1.7433945,3.286891,2470,"[3.24437547 3.24192095 3.23016238 3.22469211 3.22460842 3.23574638
 3.24437976 3.2641809 ]",SV,0.86292773,0.43552107
36103,0.7407148,10.584198,123583,"[10.45313644 10.47520065 10.49465561 10.50022697 10.53517342 10.55246162
 10.56951332 10.58942509]",tf_dense,0.7559808,1.329049
36105,1.2047023,4.6074481,2733,"[4.4586091  4.4612627  4.46976089 4.51652718 4.48618937 4.53891516
 4.51117134 4.5408144 ]",LR,0.47654244,1.4046574
36107,0.8338895,4.5075126,1728,"[4.41970015 4.42750788 4.41558027 4.45365715 4.41901064 4.44161367
 4.48370552 4.44632053]",SV,4.658053,0.63914067
36109,2.4323053,7.9742565,6951,"[7.7624054  7.74370003 7.74787951 7.74411774 7.74146891 7.73641539
 7.74560738 7.73697567]",LR,1.118376,1.1255609
36111,1.7742522,8.2665339,12138,"[7.91362524 7.93254805 7.95517302 7.98968792 8.02241516 8.04801178
 8.07943535 8.10078621]",LR,1.1908636,2.0623348
36113,4.394384,8.8492203,4650,"[8.85884953 8.83503151 8.96997166 9.25807667 9.21082401 9.52293777
 9.5462389  9.60678387]",SV,1.5412924,0.45934367
36115,2.7369802,2.9938314,1490,"[2.99837065 2.9768436  2.95312095 2.87584734 2.94346666 2.8713181
 2.85523129 2.86309814]",SV,2.1785963,0.6634852
36117,3.4317143,3.5125134,2487,"[3.63187194 3.63645506 3.64451957 3.64665937 3.64163876 3.66745591
 3.66334915 3.67985129]",SV,3.157135,2.2447038
36119,1.6248782,11.269995,85182,"[10.84009361 10.87471485 10.893013   10.90190506 10.91445446 10.89918137
 10.9308033  10.91914845]",LR,1.5181491,1.9669262
36121,1.2145056,2.1249692,689,"[2.07850051 2.0811193  2.08513474 2.0938983  2.09425974 2.10465693
 2.10986042 2.1153419 ]",tf_dense,1.8534504,1.9982506
36123,2.8807073,3.3839636,655,"[3.33557677 3.30027199 3.30438805 3.28409243 3.29707193 3.2682364
 3.26657224 3.24055481]",SV,4.0442452,0.93450415
37001,2.0127625,4.5881782,5931,"[4.41363811 4.41768837 4.42392397 4.42008972 4.43001652 4.42304373
 4.4303875  4.44249153]",tf_dense,2.3606443,2.6152155
37003,2.9743447,1.5897557,473,"[1.48792815 1.48504102 1.48981583 1.49140751 1.48957503 1.490484
 1.49198616 1.48977351]",LR,2.9555385,3.1891234
37005,2.2469916,3.9655735,364,"[3.81138802 3.8298676  3.8351965  3.86474013 3.87623239 3.89365411
 3.89984846 3.915694  ]",SV,1.6943898,1.65121
37007,17.358646,1.2580546,246,"[1.00522494 1.0033561  1.0052433  1.02394581 1.02038288 1.03636158
 1.03935349 1.06164849]",LR,11.604014,13.745821
37009,1.9467411,4.4187717,983,"[4.46221495 4.46073389 4.4975996  4.50045633 4.5170126  4.51554775
 4.54373312 4.56257677]",SV,0.7738935,0.4965942
37011,5.4756308,5.5244193,828,"[5.58123255 5.6309967  5.72636127 5.84704781 5.9138093  5.99559212
 6.00400019 6.03251553]",SV,3.6783583,1.6591325
37013,0.7452297,3.0192885,1138,"[2.93934608 2.95700669 2.96509957 2.98873234 2.98741341 3.00956917
 3.01852489 3.03446245]",LR,0.37737346,1.3303939
37015,28.836056,1.5032845,238,"[0.99099207 0.98791766 0.98795873 0.98665488 0.98905361 0.98546565
 0.98734707 0.98932993]",SV,26.603231,26.315361
37017,4.602532,1.4377846,379,"[1.36390424 1.36937678 1.36891007 1.37195694 1.37032831 1.36746216
 1.37091744 1.37102401]",SV,1.4357594,0.8881645
37019,4.7295756,7.0500369,8203,"[6.58887863 6.56826258 6.53693914 6.49852467 6.45802116 6.43338299
 6.41129398 6.39179468]",SV,4.8427753,3.8868718
37021,1.3414418,11.616353,24573,"[11.14707088 11.16174412 11.18233299 11.18253803 11.24351788 11.28485775
 11.41040325 11.51558685]",tf_dense,1.7905371,2.3769476
37023,1.3296889,2.2006958,1613,"[2.18922782 2.19155288 2.19766498 2.21231675 2.20908761 2.23258591
 2.23071265 2.24600911]",LR,0.6731123,0.97764564
37025,2.0118692,7.0856838,11154,"[6.95072365 6.95041656 6.91995192 6.85244322 6.87646818 6.80887842
 6.80671692 6.80656004]",SV,3.7436712,1.8243022
37027,11.387073,3.1043653,2031,"[2.60480905 2.59604144 2.6022656  2.59866881 2.63202906 2.62033248
 2.64319563 2.6808393 ]",LR,3.7603717,4.883586
37029,6.085218,2.016031,166,"[2.2148006  2.21020079 2.21762109 2.21327424 2.21308732 2.21254659
 2.19944978 2.18501449]",SV,6.411229,5.611581
37031,1.2717841,5.6176238,3213,"[5.60762787 5.61221457 5.61483383 5.64259958 5.64274931 5.70754051
 5.70129156 5.7516408 ]",LR,0.4075611,0.6735864
37033,2.4069486,1.6196532,298,"[1.59195077 1.62645519 1.62209785 1.64416742 1.64907551 1.65616715
 1.65137386 1.66124654]",SV,3.099952,1.3571202
37035,4.3312693,6.1770115,7622,"[5.63805103 5.66594219 5.69128656 5.70701218 5.76167679 5.76709652
 5.86469221 5.9258728 ]",LR,2.6522748,2.8370552
37037,0.92942214,3.5097971,2042,"[3.48096347 3.48340869 3.48104453 3.477139   3.47218871 3.46658826
 3.46150708 3.45566273]",SV,0.7961792,0.7594578
37039,1.8889749,3.3146846,788,"[3.32220197 3.29122496 3.26852989 3.24811554 3.24017978 3.22630811
 3.20595098 3.19246244]",SV,2.7340093,0.9737477
37041,7.618733,3.5459092,397,"[3.22231817 3.24270129 3.23803878 3.21727324 3.24433804 3.20604396
 3.22621012 3.21114302]",SV,5.06316,4.087078
37043,1.15594,4.5346832,421,"[4.51264906 4.52199602 4.52387619 4.53102589 4.54260206 4.53510714
 4.54611874 4.55206013]",tf_dense,1.7290877,1.789954
37045,1.7852925,3.1331112,2390,"[3.01761127 3.0287714  3.04545808 3.05197072 3.07175994 3.0714016
 3.09341836 3.11831427]",LR,1.1845853,2.0756102
37047,3.8518927,1.7417799,766,"[1.62816262 1.62669921 1.62868583 1.63797712 1.63162529 1.64018559
 1.63560331 1.65416074]",SV,2.4363475,1.1419802
37049,0.6484855,3.7473648,3004,"[3.70639539 3.72000289 3.72738433 3.74717665 3.74001074 3.76398945
 3.75504923 3.77306271]",LR,0.35579422,1.3002908
37051,0.96149844,3.7497022,9441,"[3.58573246 3.60103083 3.61533165 3.62967443 3.64718556 3.67118478
 3.68145204 3.70568037]",LR,0.90527606,2.2511315
37053,2.8342705,5.2728562,1116,"[5.0241046  5.04148436 5.05402517 5.0601902  5.07522106 5.06024837
 5.06753111 5.07148218]",tf_dense,4.1475916,4.0351114
37055,2.1956434,13.225719,3941,"[12.67379189 12.69780636 12.71224022 12.6847744  12.69548321 12.66521263
 12.71022034 12.71873093]",tf_dense,3.1355038,2.862076
37057,2.5596771,2.0544472,2673,"[1.97246277 1.97320378 1.96993208 1.96676934 1.96876562 1.9611969
 1.9677695  1.96642339]",SV,1.756238,1.2399206
37059,3.088964,3.746793,1256,"[3.59458756 3.58856535 3.57968521 3.56130958 3.56463671 3.55611944
 3.56128788 3.56140041]",SV,2.9760075,2.3673925
37061,1.8557588,1.0825893,485,"[1.05131948 1.05485654 1.05848265 1.06190777 1.06508934 1.06922948
 1.0695138  1.0732069 ]",tf_dense,3.9168344,4.3651567
