Country,MAPE,Density,Active,forecast
35061,4.9288163,1.9842691,1163,"tf.Tensor(
[1.8809463 1.8733242 1.87445   1.8744076 1.8757162 1.8695412 1.8748361
 1.871762 ], shape=(8,), dtype=float32)"
36001,9.755062,6.8913455,17207,"tf.Tensor(
[5.9996014 5.989953  6.000684  5.9846625 6.025772  5.984368  6.0264344
 6.0228806], shape=(8,), dtype=float32)"
36003,5.7589,1.9170622,711,"tf.Tensor(
[1.7411764 1.7402453 1.7498186 1.7469599 1.7402779 1.7454118 1.7399523
 1.7416885], shape=(8,), dtype=float32)"
36005,9.795867,3.717263,39863,"tf.Tensor(
[3.181894  3.1871276 3.202436  3.2181528 3.243641  3.2474015 3.2872767
 3.319799 ], shape=(8,), dtype=float32)"
36007,9.3703,4.7771254,7398,"tf.Tensor(
[4.241569  4.2445374 4.2616167 4.231513  4.288239  4.26693   4.3297796
 4.3948464], shape=(8,), dtype=float32)"
36009,5.366442,2.6938734,1608,"tf.Tensor(
[2.5363865 2.5353017 2.5301805 2.5234048 2.5265357 2.5222995 2.523549
 2.522896 ], shape=(8,), dtype=float32)"
36011,3.0117593,2.6935647,1665,"tf.Tensor(
[2.6532843 2.630178  2.6177528 2.590022  2.5783148 2.5735047 2.569927
 2.5693743], shape=(8,), dtype=float32)"
36013,1.7981697,3.5031595,3559,"tf.Tensor(
[3.383669  3.39222   3.4123805 3.4659004 3.483743  3.5748005 3.5759819
 3.6371276], shape=(8,), dtype=float32)"
36015,11.621051,3.4767485,2299,"tf.Tensor(
[2.9859877 2.984478  2.9918923 2.9776647 2.9886928 2.9663775 2.9916065
 2.9733245], shape=(8,), dtype=float32)"
36017,1.3816599,3.1376088,1182,"tf.Tensor(
[3.1425729 3.132634  3.117177  3.0958145 3.0911484 3.0770433 3.0744498
 3.068737 ], shape=(8,), dtype=float32)"
36019,1.8917959,2.6554985,1750,"tf.Tensor(
[2.5846019 2.5847042 2.5839632 2.5740592 2.578742  2.5650883 2.568932
 2.5597503], shape=(8,), dtype=float32)"
36021,0.7716052,7.148612,3549,"tf.Tensor(
[7.078325  7.107309  7.1306763 7.1461477 7.1805725 7.190627  7.200035
 7.227125 ], shape=(8,), dtype=float32)"
36023,1.689988,2.7317452,1055,"tf.Tensor(
[2.6994727 2.6996515 2.6997497 2.6910949 2.6804924 2.6759596 2.6642728
 2.659912 ], shape=(8,), dtype=float32)"
36025,0.68025774,4.4865589,1669,"tf.Tensor(
[4.4783    4.4831123 4.49526   4.4972315 4.501653  4.500197  4.5022125
 4.4961686], shape=(8,), dtype=float32)"
36027,1.3002014,7.688529,18312,"tf.Tensor(
[7.505577  7.5141377 7.516612  7.5132694 7.5113926 7.508323  7.4905324
 7.4924793], shape=(8,), dtype=float32)"
36029,2.4091449,5.9759312,43763,"tf.Tensor(
[5.77272   5.782484  5.784265  5.771391  5.7837615 5.7677402 5.779639
 5.7740865], shape=(8,), dtype=float32)"
36031,6.0743537,4.4332929,1387,"tf.Tensor(
[4.2248564 4.1984386 4.069715  4.0037165 4.00951   3.995531  3.9941025
 3.9936929], shape=(8,), dtype=float32)"
36033,0.79432726,2.3178563,942,"tf.Tensor(
[2.288983  2.2942758 2.3022165 2.3051472 2.3141994 2.316091  2.3221512
 2.3272102], shape=(8,), dtype=float32)"
36035,3.030846,2.4264448,1035,"tf.Tensor(
[2.2951374 2.305145  2.308855  2.2945423 2.307748  2.2946923 2.2922473
 2.297894 ], shape=(8,), dtype=float32)"
36037,4.580594,3.5568728,1632,"tf.Tensor(
[3.4048877 3.4017708 3.3890717 3.3826163 3.3836582 3.3739424 3.3785036
 3.3771398], shape=(8,), dtype=float32)"
36039,1.7737468,5.019227,1984,"tf.Tensor(
[4.8965383 4.896866  4.903822  4.8948655 4.9055123 4.8971677 4.9127336
 4.9129934], shape=(8,), dtype=float32)"
36041,2.0960395,5.2413077,202,"tf.Tensor(
[5.1998334 5.1645584 5.155482  5.160832  5.1660223 5.11345   5.125695
 5.135786 ], shape=(8,), dtype=float32)"
36043,3.8012292,2.4638982,1208,"tf.Tensor(
[2.503994  2.533466  2.5476947 2.553758  2.5572512 2.5822613 2.5760922
 2.583566 ], shape=(8,), dtype=float32)"
36045,1.4683394,3.2725296,2770,"tf.Tensor(
[3.1679513 3.1685948 3.1736054 3.1798477 3.1950734 3.1960177 3.209122
 3.2198153], shape=(8,), dtype=float32)"
36047,2.0210688,10.056726,199977,"tf.Tensor(
[9.701926  9.719209  9.748793  9.760889  9.790863  9.769762  9.8108225
 9.806077 ], shape=(8,), dtype=float32)"
36049,8.762654,2.2895525,467,"tf.Tensor(
[2.0220673 2.0228224 2.0240755 2.0093486 2.0042915 1.9969434 1.998004
 2.0001163], shape=(8,), dtype=float32)"
36051,1.2596824,2.9259102,1522,"tf.Tensor(
[2.9052625 2.9087055 2.8987372 2.8712995 2.8853073 2.857129  2.8570526
 2.8619585], shape=(8,), dtype=float32)"
36053,1.2748737,3.430732,1969,"tf.Tensor(
[3.3815794 3.3806725 3.385411  3.377187  3.3925846 3.3740542 3.3909001
 3.3936818], shape=(8,), dtype=float32)"
36055,1.326482,6.3650684,37452,"tf.Tensor(
[6.4263806 6.4481626 6.454096  6.470266  6.4510508 6.473575  6.435632
 6.4330544], shape=(8,), dtype=float32)"
36057,0.476606,2.9985521,1139,"tf.Tensor(
[3.0092509 3.0087059 2.9885068 2.9892776 3.0268464 2.9892755 3.0126867
 2.9998882], shape=(8,), dtype=float32)"
36059,2.4519455,12.299052,130757,"tf.Tensor(
[11.791863 11.806288 11.816898 11.802287 11.839869 11.810976 11.833745
 11.859069], shape=(8,), dtype=float32)"
36061,1.3519907,33.852085,472546,"tf.Tensor(
[32.902393 32.948357 32.933403 32.87061  32.913963 32.863132 32.894825
 32.89145 ], shape=(8,), dtype=float32)"
36063,1.9440148,3.9900739,6705,"tf.Tensor(
[3.890264  3.889163  3.893019  3.890862  3.8968654 3.8874717 3.8966255
 3.8981514], shape=(8,), dtype=float32)"
36065,3.5320823,3.6746528,6629,"tf.Tensor(
[3.4733765 3.4769266 3.4737034 3.467763  3.4839041 3.469538  3.47591
 3.48091  ], shape=(8,), dtype=float32)"
36067,1.2334399,5.8446527,21230,"tf.Tensor(
[5.723295  5.733789  5.7417946 5.742037  5.754252  5.7476153 5.7515726
 5.7585382], shape=(8,), dtype=float32)"
36069,1.2182906,5.5584698,4874,"tf.Tensor(
[5.3766394 5.393393  5.4100375 5.425711  5.4381275 5.4459286 5.459443
 5.4786453], shape=(8,), dtype=float32)"
36071,3.3066325,6.3831058,18163,"tf.Tensor(
[6.0426807 6.0552874 6.0649576 6.0704627 6.0848904 6.0824547 6.0985274
 6.110493 ], shape=(8,), dtype=float32)"
36073,8.830307,2.3037257,755,"tf.Tensor(
[2.1096354 2.0967865 2.095498  2.0942752 2.0956593 2.0909812 2.0934107
 2.0904772], shape=(8,), dtype=float32)"
36075,3.6726632,2.4596522,2283,"tf.Tensor(
[2.324411  2.313856  2.3060498 2.2950711 2.2849777 2.273077  2.27797
 2.280928 ], shape=(8,), dtype=float32)"
36077,0.82863516,4.8427987,2426,"tf.Tensor(
[4.7778287 4.785056  4.7855926 4.7760124 4.7757416 4.7836914 4.7725797
 4.770793 ], shape=(8,), dtype=float32)"
36079,1.3117198,7.3884964,5846,"tf.Tensor(
[7.210111  7.207686  7.197288  7.179554  7.1813555 7.1769147 7.177637
 7.1777387], shape=(8,), dtype=float32)"
36081,2.3406746,6.2144613,112711,"tf.Tensor(
[6.008594  6.0229526 6.0399976 6.044328  6.051772  6.04167   6.0576973
 6.0512147], shape=(8,), dtype=float32)"
36083,3.4432814,4.0920634,5236,"tf.Tensor(
[3.9652271 3.9634871 3.958725  3.944055  3.9459193 3.9164038 3.9278853
 3.9148238], shape=(8,), dtype=float32)"
36085,9.540301,6.7682953,25152,"tf.Tensor(
[5.87422   5.8891993 5.911507  5.8666534 5.9267054 5.879185  5.8901014
 5.9234557], shape=(8,), dtype=float32)"
36087,5.959692,10.319318,24076,"tf.Tensor([9.467109 9.448165 9.4291   9.401425 9.409918 9.385305 9.394716 9.409173], shape=(8,), dtype=float32)"
36089,3.3721678,1.9367803,1677,"tf.Tensor(
[1.8664086 1.864455  1.8652333 1.8530023 1.8633959 1.847522  1.8509872
 1.8500488], shape=(8,), dtype=float32)"
36091,13.322031,6.5679789,12055,"tf.Tensor(
[7.4827623 7.511955  7.7346416 7.8789706 7.8821936 7.878863  7.8821993
 7.8721447], shape=(8,), dtype=float32)"
36093,3.7854493,5.8104429,7063,"tf.Tensor(
[5.532973  5.528499  5.5276375 5.529842  5.551212  5.533888  5.5510473
 5.5521626], shape=(8,), dtype=float32)"
36095,1.5028081,2.9644346,761,"tf.Tensor(
[2.8828523 2.8837688 2.8808842 2.8690493 2.8735094 2.864962  2.8690493
 2.8733144], shape=(8,), dtype=float32)"
36097,1.65481,5.6790638,820,"tf.Tensor(
[5.828095  5.708033  5.6550097 5.627284  5.605663  5.564782  5.551037
 5.477697 ], shape=(8,), dtype=float32)"
36099,4.605656,3.1235194,857,"tf.Tensor(
[2.909729  2.9115582 2.9113395 2.916641  2.9109335 2.9139423 2.9159513
 2.9142935], shape=(8,), dtype=float32)"
36101,1.7433945,3.286891,2470,"tf.Tensor(
[3.2443755 3.241921  3.2301624 3.224692  3.2246084 3.2357464 3.2443798
 3.264181 ], shape=(8,), dtype=float32)"
36103,0.7407148,10.584198,123583,"tf.Tensor(
[10.453136 10.475201 10.494656 10.500227 10.535173 10.552462 10.569513
 10.589425], shape=(8,), dtype=float32)"
36105,1.2047023,4.6074481,2733,"tf.Tensor(
[4.458609  4.4612627 4.469761  4.516527  4.4861894 4.538915  4.5111713
 4.5408144], shape=(8,), dtype=float32)"
36107,0.8338895,4.5075126,1728,"tf.Tensor(
[4.4197    4.427508  4.4155803 4.453657  4.4190106 4.4416137 4.4837055
 4.4463205], shape=(8,), dtype=float32)"
36109,2.4323053,7.9742565,6951,"tf.Tensor(
[7.7624054 7.7437    7.7478795 7.7441177 7.741469  7.7364154 7.7456074
 7.7369757], shape=(8,), dtype=float32)"
36111,1.7742522,8.2665339,12138,"tf.Tensor(
[7.9136252 7.932548  7.955173  7.989688  8.022415  8.048012  8.079435
 8.100786 ], shape=(8,), dtype=float32)"
36113,4.394384,8.8492203,4650,"tf.Tensor(
[8.85885   8.8350315 8.969972  9.258077  9.210824  9.522938  9.546239
 9.606784 ], shape=(8,), dtype=float32)"
36115,2.7369802,2.9938314,1490,"tf.Tensor(
[2.9983706 2.9768436 2.953121  2.8758473 2.9434667 2.871318  2.8552313
 2.8630981], shape=(8,), dtype=float32)"
36117,3.4317143,3.5125134,2487,"tf.Tensor(
[3.631872  3.636455  3.6445196 3.6466594 3.6416388 3.667456  3.6633492
 3.6798513], shape=(8,), dtype=float32)"
36119,1.6248782,11.269995,85182,"tf.Tensor(
[10.840094 10.874715 10.893013 10.901905 10.914454 10.899181 10.930803
 10.919148], shape=(8,), dtype=float32)"
36121,1.2145056,2.1249692,689,"tf.Tensor(
[2.0785005 2.0811193 2.0851347 2.0938983 2.0942597 2.104657  2.1098604
 2.115342 ], shape=(8,), dtype=float32)"
36123,2.8807073,3.3839636,655,"tf.Tensor(
[3.3355768 3.300272  3.304388  3.2840924 3.297072  3.2682364 3.2665722
 3.2405548], shape=(8,), dtype=float32)"
37001,2.0127625,4.5881782,5931,"tf.Tensor(
[4.413638  4.4176884 4.423924  4.4200897 4.4300165 4.4230437 4.4303875
 4.4424915], shape=(8,), dtype=float32)"
37003,2.9743447,1.5897557,473,"tf.Tensor(
[1.4879282 1.485041  1.4898158 1.4914075 1.489575  1.490484  1.4919862
 1.4897735], shape=(8,), dtype=float32)"
37005,2.2469916,3.9655735,364,"tf.Tensor(
[3.811388  3.8298676 3.8351965 3.8647401 3.8762324 3.893654  3.8998485
 3.915694 ], shape=(8,), dtype=float32)"
37007,17.358646,1.2580546,246,"tf.Tensor(
[1.005225  1.0033561 1.0052433 1.0239458 1.0203829 1.0363616 1.0393535
 1.0616485], shape=(8,), dtype=float32)"
37009,1.9467411,4.4187717,983,"tf.Tensor(
[4.462215  4.460734  4.4975996 4.5004563 4.5170126 4.5155478 4.543733
 4.562577 ], shape=(8,), dtype=float32)"
37011,5.4756308,5.5244193,828,"tf.Tensor(
[5.5812325 5.6309967 5.7263613 5.847048  5.9138093 5.995592  6.004
 6.0325155], shape=(8,), dtype=float32)"
37013,0.7452297,3.0192885,1138,"tf.Tensor(
[2.939346  2.9570067 2.9650996 2.9887323 2.9874134 3.0095692 3.018525
 3.0344625], shape=(8,), dtype=float32)"
37015,28.836056,1.5032845,238,"tf.Tensor(
[0.99099207 0.98791766 0.9879587  0.9866549  0.9890536  0.98546565
 0.98734707 0.98932993], shape=(8,), dtype=float32)"
37017,4.602532,1.4377846,379,"tf.Tensor(
[1.3639042 1.3693768 1.3689101 1.371957  1.3703283 1.3674622 1.3709174
 1.371024 ], shape=(8,), dtype=float32)"
37019,4.7295756,7.0500369,8203,"tf.Tensor(
[6.5888786 6.5682626 6.536939  6.4985247 6.458021  6.433383  6.411294
 6.3917947], shape=(8,), dtype=float32)"
37021,1.3414418,11.616353,24573,"tf.Tensor(
[11.147071 11.161744 11.182333 11.182538 11.243518 11.284858 11.410403
 11.515587], shape=(8,), dtype=float32)"
37023,1.3296889,2.2006958,1613,"tf.Tensor(
[2.1892278 2.1915529 2.197665  2.2123168 2.2090876 2.232586  2.2307127
 2.246009 ], shape=(8,), dtype=float32)"
37025,2.0118692,7.0856838,11154,"tf.Tensor(
[6.9507236 6.9504166 6.919952  6.852443  6.876468  6.8088784 6.806717
 6.80656  ], shape=(8,), dtype=float32)"
37027,11.387073,3.1043653,2031,"tf.Tensor(
[2.604809  2.5960414 2.6022656 2.5986688 2.632029  2.6203325 2.6431956
 2.6808393], shape=(8,), dtype=float32)"
37029,6.085218,2.016031,166,"tf.Tensor(
[2.2148006 2.2102008 2.217621  2.2132742 2.2130873 2.2125466 2.1994498
 2.1850145], shape=(8,), dtype=float32)"
37031,1.2717841,5.6176238,3213,"tf.Tensor(
[5.607628  5.6122146 5.614834  5.6425996 5.6427493 5.7075405 5.7012916
 5.751641 ], shape=(8,), dtype=float32)"
37033,2.4069486,1.6196532,298,"tf.Tensor(
[1.5919508 1.6264552 1.6220978 1.6441674 1.6490755 1.6561671 1.6513739
 1.6612465], shape=(8,), dtype=float32)"
37035,4.3312693,6.1770115,7622,"tf.Tensor(
[5.638051  5.665942  5.6912866 5.707012  5.761677  5.7670965 5.864692
 5.925873 ], shape=(8,), dtype=float32)"
37037,0.92942214,3.5097971,2042,"tf.Tensor(
[3.4809635 3.4834087 3.4810445 3.477139  3.4721887 3.4665883 3.461507
 3.4556627], shape=(8,), dtype=float32)"
37039,1.8889749,3.3146846,788,"tf.Tensor(
[3.322202  3.291225  3.26853   3.2481155 3.2401798 3.226308  3.205951
 3.1924624], shape=(8,), dtype=float32)"
37041,7.618733,3.5459092,397,"tf.Tensor(
[3.2223182 3.2427013 3.2380388 3.2172732 3.244338  3.206044  3.22621
 3.211143 ], shape=(8,), dtype=float32)"
37043,1.15594,4.5346832,421,"tf.Tensor(
[4.512649  4.521996  4.523876  4.531026  4.542602  4.535107  4.5461187
 4.55206  ], shape=(8,), dtype=float32)"
37045,1.7852925,3.1331112,2390,"tf.Tensor(
[3.0176113 3.0287714 3.045458  3.0519707 3.07176   3.0714016 3.0934184
 3.1183143], shape=(8,), dtype=float32)"
37047,3.8518927,1.7417799,766,"tf.Tensor(
[1.6281626 1.6266992 1.6286858 1.6379771 1.6316253 1.6401856 1.6356033
 1.6541607], shape=(8,), dtype=float32)"
37049,0.6484855,3.7473648,3004,"tf.Tensor(
[3.7063954 3.720003  3.7273843 3.7471766 3.7400107 3.7639894 3.7550492
 3.7730627], shape=(8,), dtype=float32)"
37051,0.96149844,3.7497022,9441,"tf.Tensor(
[3.5857325 3.6010308 3.6153316 3.6296744 3.6471856 3.6711848 3.681452
 3.7056804], shape=(8,), dtype=float32)"
37053,2.8342705,5.2728562,1116,"tf.Tensor(
[5.0241046 5.0414844 5.054025  5.06019   5.075221  5.0602484 5.067531
 5.071482 ], shape=(8,), dtype=float32)"
37055,2.1956434,13.225719,3941,"tf.Tensor(
[12.673792 12.697806 12.71224  12.684774 12.695483 12.665213 12.71022
 12.718731], shape=(8,), dtype=float32)"
37057,2.5596771,2.0544472,2673,"tf.Tensor(
[1.9724628 1.9732038 1.9699321 1.9667693 1.9687656 1.9611969 1.9677695
 1.9664234], shape=(8,), dtype=float32)"
37059,3.088964,3.746793,1256,"tf.Tensor(
[3.5945876 3.5885653 3.5796852 3.5613096 3.5646367 3.5561194 3.5612879
 3.5614004], shape=(8,), dtype=float32)"
37061,1.8557588,1.0825893,485,"tf.Tensor(
[1.0513195 1.0548565 1.0584826 1.0619078 1.0650893 1.0692295 1.0695138
 1.0732069], shape=(8,), dtype=float32)"
37063,2.3179054,7.9396114,19979,"tf.Tensor(
[7.7185364 7.7042027 7.676762  7.6324196 7.6329746 7.6164274 7.613945
 7.603859 ], shape=(8,), dtype=float32)"
37065,4.9430356,1.4111754,569,"tf.Tensor(
[1.30633   1.3083868 1.31634   1.3184978 1.3214555 1.3432697 1.3454528
 1.3677403], shape=(8,), dtype=float32)"
37067,3.6778913,5.9689403,17388,"tf.Tensor(
[5.7881246 5.7586813 5.74544   5.69274   5.7171063 5.60052   5.5812473
 5.5579143], shape=(8,), dtype=float32)"
37069,2.8243961,3.8119464,2023,"tf.Tensor(
[3.6486144 3.6459413 3.6314476 3.611388  3.606857  3.6099052 3.6046607
 3.6013613], shape=(8,), dtype=float32)"
37071,3.3950667,5.7457027,9881,"tf.Tensor(
[5.2990026 5.2973714 5.301759  5.305456  5.3035803 5.302765  5.310994
 5.3032436], shape=(8,), dtype=float32)"
37073,9.788091,1.4573138,134,"tf.Tensor(
[1.2270275 1.252249  1.2692392 1.2773837 1.2938251 1.3080826 1.3092991
 1.3149508], shape=(8,), dtype=float32)"
37075,5.593628,2.3095028,157,"tf.Tensor(
[2.4160013 2.4188406 2.4183226 2.4218025 2.4131012 2.426134  2.4032636
 2.4040625], shape=(8,), dtype=float32)"
37077,0.72640264,2.1779387,1035,"tf.Tensor(
[2.0958195 2.1104107 2.118096  2.1354718 2.1468918 2.1581995 2.1680918
 2.185336 ], shape=(8,), dtype=float32)"
37079,3.131322,1.5714628,263,"tf.Tensor(
[1.4405457 1.4441465 1.4583448 1.4672048 1.4777751 1.4872686 1.4967471
 1.4934864], shape=(8,), dtype=float32)"
37081,3.1334498,7.5896454,31448,"tf.Tensor(
[7.1241174 7.1359797 7.1474524 7.1501203 7.2037177 7.2147913 7.2764792
 7.3108983], shape=(8,), dtype=float32)"
37083,2.7549503,2.0075786,800,"tf.Tensor(
[1.8677033 1.8781295 1.8865551 1.8902749 1.9006703 1.9085889 1.9133282
 1.9260113], shape=(8,), dtype=float32)"
37085,1.7512302,2.7938585,2775,"tf.Tensor(
[2.696023  2.6945984 2.7049923 2.7061512 2.7129493 2.7263587 2.730667
 2.7373977], shape=(8,), dtype=float32)"
37087,5.431524,5.4917288,2782,"tf.Tensor(
[5.082562  5.099485  5.136224  5.13336   5.1845903 5.1633625 5.212482
 5.2325463], shape=(8,), dtype=float32)"
37089,0.72568816,6.0123792,5663,"tf.Tensor(
[5.9055505 5.926586  5.932616  5.9517336 5.964837  5.98029   5.9913664
 5.99258  ], shape=(8,), dtype=float32)"
37091,10.573372,0.94833392,183,"tf.Tensor(
[0.8378991  0.8363763  0.8418428  0.8387965  0.8396656  0.8385381
 0.83762145 0.8381988 ], shape=(8,), dtype=float32)"
37093,5.94579,2.568886,1019,"tf.Tensor(
[2.3044727 2.3074663 2.3086426 2.307623  2.3151333 2.3061633 2.3145058
 2.3182566], shape=(8,), dtype=float32)"
37095,2.9950533,2.6453705,106,"tf.Tensor(
[2.5682025 2.663579  2.6836627 2.6990097 2.7076988 2.7317605 2.7219577
 2.7313828], shape=(8,), dtype=float32)"
37097,4.72963,8.4296083,11616,"tf.Tensor(
[7.8144526 7.8178983 7.823131  7.8242393 7.830324  7.8184395 7.8340116
 7.828981 ], shape=(8,), dtype=float32)"
37099,1.3772593,4.4699836,1618,"tf.Tensor(
[4.3615313 4.3736734 4.3814106 4.3873844 4.397502  4.4026885 4.4030647
 4.4067073], shape=(8,), dtype=float32)"
37101,3.4966893,4.1602597,6304,"tf.Tensor(
[3.9504514 3.9632683 3.961415  3.9410315 3.9665391 3.9410532 3.9501503
 3.958937 ], shape=(8,), dtype=float32)"
37103,4.1573067,1.053316,81,"tf.Tensor(
[0.92131823 0.9270012  0.9344191  0.951138   0.95923656 0.96965027
 0.9680073  0.97937316], shape=(8,), dtype=float32)"
37105,3.4214668,6.0951395,2824,"tf.Tensor(
[5.644074  5.6550465 5.666463  5.651295  5.6371284 5.6805577 5.6649837
 5.7028904], shape=(8,), dtype=float32)"
37107,2.8985634,2.2229869,969,"tf.Tensor(
[2.07106   2.0750043 2.0769258 2.0836585 2.0928082 2.0991085 2.1049275
 2.119075 ], shape=(8,), dtype=float32)"
37109,2.0572495,5.2638679,3512,"tf.Tensor(
[5.0597625 5.052198  5.0328784 5.0137095 5.0077963 4.9863534 4.9893193
 4.9830813], shape=(8,), dtype=float32)"
37111,0.6795126,2.9326725,1065,"tf.Tensor(
[2.9169102 2.9215353 2.9257064 2.9186683 2.9324238 2.9271204 2.9362743
 2.9383528], shape=(8,), dtype=float32)"
37113,0.61859155,7.0589867,2038,"tf.Tensor(
[6.992458  7.0138702 7.016251  6.99671   7.0008416 6.99663   7.006849
 7.0358286], shape=(8,), dtype=float32)"
37115,10.027133,5.3642869,952,"tf.Tensor(
[6.2353244 6.182475  6.1671424 6.155578  6.105246  6.0866966 6.0608087
 6.0232334], shape=(8,), dtype=float32)"
37117,4.955513,1.2040839,217,"tf.Tensor(
[1.3322319 1.3299409 1.3303553 1.3241777 1.3162888 1.3197738 1.3166937
 1.3072227], shape=(8,), dtype=float32)"
37119,3.4448311,11.652542,97582,"tf.Tensor(
[11.005657 11.012853 11.020603 11.016269 11.034541 11.01361  11.033198
 11.038312], shape=(8,), dtype=float32)"
37121,2.0317142,2.9881294,365,"tf.Tensor(
[2.99812   2.985592  2.980021  2.971424  2.9690127 2.9535387 2.9410613
 2.939207 ], shape=(8,), dtype=float32)"
37123,7.1729527,1.69977,362,"tf.Tensor(
[1.9068657 1.9160876 1.9236621 1.9070895 1.8914304 1.8536838 1.8390037
 1.8313264], shape=(8,), dtype=float32)"
37125,1.9416265,4.9818783,3890,"tf.Tensor(
[5.088269  5.089401  5.0702333 5.0246425 5.0196295 4.971737  4.9726534
 4.9568777], shape=(8,), dtype=float32)"
37127,2.0844831,4.1150975,3029,"tf.Tensor(
[3.9860356 3.986484  3.9929667 3.9892428 3.9979837 3.9955728 3.9967425
 3.9996881], shape=(8,), dtype=float32)"
37129,0.7693971,10.542128,19897,"tf.Tensor(
[10.258141 10.274109 10.291169 10.302342 10.345545 10.362407 10.398018
 10.435004], shape=(8,), dtype=float32)"
37131,2.273801,1.1280977,183,"tf.Tensor(
[1.1467282 1.1491582 1.1559136 1.1636676 1.175758  1.1800774 1.1853964
 1.1929665], shape=(8,), dtype=float32)"
37133,1.0114992,3.2385161,4866,"tf.Tensor(
[3.1277454 3.1392863 3.1489398 3.1599824 3.1648476 3.1877882 3.18151
 3.1943636], shape=(8,), dtype=float32)"
37135,3.8989332,9.2946301,10954,"tf.Tensor([8.950263 8.930655 8.861399 8.79925  8.80065  8.701706 8.74336  8.736368], shape=(8,), dtype=float32)"
37137,2.1713355,2.5802858,278,"tf.Tensor(
[2.43431   2.4373143 2.4327478 2.431188  2.4391189 2.4425242 2.4484432
 2.4531775], shape=(8,), dtype=float32)"
37139,2.665801,2.2609258,701,"tf.Tensor(
[2.176989  2.1722233 2.1782222 2.1665695 2.1632009 2.1620529 2.1617465
 2.1585846], shape=(8,), dtype=float32)"
37141,2.9752803,3.7628822,1811,"tf.Tensor(
[3.7188504 3.7000175 3.687306  3.6718788 3.6756387 3.634128  3.6421824
 3.6308293], shape=(8,), dtype=float32)"
37143,2.1181383,2.0255475,222,"tf.Tensor(
[1.9640468 1.9643003 1.9590029 1.9651064 1.9557326 1.9669474 1.9540958
 1.954755 ], shape=(8,), dtype=float32)"
37145,0.5540569,2.1839926,683,"tf.Tensor(
[2.1477215 2.1544542 2.1543465 2.157534  2.1643038 2.1642764 2.1654398
 2.1672065], shape=(8,), dtype=float32)"
37147,3.7094207,4.1457367,5868,"tf.Tensor(
[3.9704072 3.958571  3.9468677 3.9187722 3.9307086 3.9120162 3.9161322
 3.9077475], shape=(8,), dtype=float32)"
37149,0.72775036,5.8983092,1022,"tf.Tensor(
[5.898776  5.904195  5.8998203 5.8888826 5.8714848 5.8694987 5.8530917
 5.8546414], shape=(8,), dtype=float32)"
37151,4.907086,2.7546647,3059,"tf.Tensor(
[2.9039237 2.9083807 2.9110565 2.900159  2.9113603 2.8911395 2.8977683
 2.8897045], shape=(8,), dtype=float32)"
37153,1.7057042,1.2196884,422,"tf.Tensor(
[1.2003226 1.1979988 1.1967937 1.1924115 1.1902746 1.1897554 1.1852196
 1.1827798], shape=(8,), dtype=float32)"
37155,8.385524,1.1982296,1183,"tf.Tensor(
[1.0337001 1.0355384 1.0374786 1.0383507 1.0431666 1.0386385 1.0416597
 1.0416303], shape=(8,), dtype=float32)"
37157,1.3746357,1.8492235,1342,"tf.Tensor(
[1.8487307 1.8545796 1.8485514 1.8438125 1.8363781 1.8320359 1.8251216
 1.8191837], shape=(8,), dtype=float32)"
37159,2.3960721,3.8554921,4224,"tf.Tensor(
[3.5221505 3.55668   3.5960615 3.6261358 3.6575384 3.722657  3.7543578
 3.7873323], shape=(8,), dtype=float32)"
37161,1.0917127,3.3860939,1797,"tf.Tensor(
[3.1768909 3.209922  3.2551315 3.2983267 3.3145318 3.3469872 3.3605125
 3.385357 ], shape=(8,), dtype=float32)"
37163,0.97098386,1.7073272,816,"tf.Tensor(
[1.6433432 1.6531106 1.6621188 1.6703656 1.676465  1.6874979 1.6936218
 1.6985091], shape=(8,), dtype=float32)"
37165,2.7652595,1.1822258,319,"tf.Tensor(
[1.2214237 1.2205304 1.2253803 1.2182152 1.2171963 1.2176182 1.2130351
 1.2106372], shape=(8,), dtype=float32)"
37167,1.2756592,5.1619806,2508,"tf.Tensor(
[5.052672  5.0570416 5.0698586 5.0798483 5.0862494 5.103062  5.109893
 5.1245556], shape=(8,), dtype=float32)"
37169,3.4792352,2.483283,921,"tf.Tensor(
[2.3710744 2.3769329 2.3723462 2.3768291 2.378666  2.3818243 2.3854704
 2.3871634], shape=(8,), dtype=float32)"
37171,4.9732437,3.1892912,1806,"tf.Tensor(
[3.0539165 3.029998  3.0003622 2.9587803 2.9657192 2.9394386 2.9512138
 2.945586 ], shape=(8,), dtype=float32)"
37173,0.8051164,4.9380465,542,"tf.Tensor(
[4.65038   4.686297  4.7365236 4.7884717 4.837437  4.863862  4.889354
 4.922361 ], shape=(8,), dtype=float32)"
37175,4.6510706,38.879021,11161,"tf.Tensor(
[33.11332  33.429234 33.827785 34.18331  34.77137  35.40394  35.869022
 36.14339 ], shape=(8,), dtype=float32)"
37177,9.027083,0.75559431,26,"tf.Tensor(
[0.65915364 0.65979904 0.6607071  0.662642   0.6645015  0.6756783
 0.6797391  0.68385583], shape=(8,), dtype=float32)"
37179,2.8724155,8.8420343,15248,"tf.Tensor([8.537649 8.529389 8.490126 8.418549 8.415352 8.373669 8.390546 8.382595], shape=(8,), dtype=float32)"
